account_id,player_id,player_name,team_id,team_name,season_id,season_name,country_id,player_season_minutes,primary_position,player_season_goals_90,player_season_assists_90,player_season_np_xg_90,player_season_np_shots_90,player_season_np_xg_per_shot,player_season_shot_touch_ratio,player_season_dribbles_90,player_season_dribble_ratio,player_season_passes_into_box_90,player_season_deep_completions_90,player_season_key_passes_90,player_season_obv_pass_90,player_season_pressures_90,player_season_pressure_regains_90,player_season_tackles_90,player_season_interceptions_90,player_season_defensive_actions_90,player_season_aerial_ratio,player_season_save_ratio,player_season_obv_90,player_season_obv_dribble_carry_90,player_season_obv_defensive_action_90,player_season_obv_shot_90,position_category,player_season_goals_90_norm,player_season_assists_90_norm,player_season_np_xg_90_norm,player_season_np_shots_90_norm,player_season_shot_touch_ratio_norm,player_season_dribbles_90_norm,player_season_dribble_ratio_norm,player_season_passes_into_box_90_norm,player_season_deep_completions_90_norm,player_season_key_passes_90_norm,player_season_obv_pass_90_norm,player_season_pressures_90_norm,player_season_pressure_regains_90_norm,player_season_tackles_90_norm,player_season_interceptions_90_norm,player_season_defensive_actions_90_norm,player_season_aerial_ratio_norm,player_season_save_ratio_norm,player_season_obv_90_norm,player_season_obv_dribble_carry_90_norm,player_season_obv_defensive_action_90_norm,player_season_obv_shot_90_norm
41100,35477,Cade Dylan Cowell,1297,Guadalajara,317,2024/2025,241,1398.4833,Left Wing,0.32177716,0.12871087,0.2398111,2.5742173,0.09315882921218872,0.04854368932038835,1.8019521,0.5090909,1.1583978,0.51484346,1.0296869,0.05242638,12.549311,1.4158196,0.96533155,0.06435543,14.479973,0.20588235294117646,0.0,0.16364686,0.09583673,-0.0067217345,0.022105485,FWD,1.212283938647576,0.08554696574776548,1.6034256567655725,1.0068959350139048,2.090486561579486,0.7579476289388066,0.5532630427214311,-0.4225327294401067,-0.247445783337181,-0.6707749253127958,-0.030342739823293333,-0.8945517198342181,-1.4815396483769063,-0.8872574182104906,-1.8345244072884104,-0.9556090788275757,-0.7799873319427525,0.0,-0.05595653966636351,-0.24470019817920488,-0.8025554900673725,0.5934735902513152
41100,24727,Frankie Amaya,1227,Toluca,317,2024/2025,241,460.58337,Right Defensive Midfielder,0.0,0.3908087,0.039592,1.3678305,0.028945107545171465,0.014598540145985401,0.0,0.0,1.1724262,0.19540435,1.5632348,0.09808109,18.36801,2.1494482,2.735661,2.5402567,22.080692,0.6666666666666666,0.0,0.16168089,0.06058965,0.02630829,-0.02329817,MED,-0.814742337122304,3.3983878753918635,-0.6272626083872489,0.1789874140814443,-0.11371285703103565,-1.0567774573034647,-2.1914594584825973,0.6615786080345273,-0.2067518234812408,1.2367636277933214,1.2903999586238233,0.5316178306233876,-0.9543710165683477,1.6218862713274864,2.9458561349133165,0.6647086024616622,1.1349185324972164,0.0,0.6803433618510838,0.3921342553834589,-0.1114057220230594,-0.2491081616720097
41100,17299,Brandon Vázquez Toledo,1222,Monterrey,317,2024/2025,241,822.75,Centre Forward,0.43755698,0.109389246,0.34864852,2.5159526,0.13857515998508618,0.049707602339181284,0.9845032,0.6,0.5469462,0.32816774,0.5469462,-0.02508416,13.454876,1.6408386,0.7657247,0.21877849,15.533274,0.4318181818181818,0.0,0.22006081,0.11073218,-0.0011701928,0.13558297,MED,2.0089008080933692,0.4735266500557448,2.0313698949214425,1.4493115414796858,1.5934796191660288,0.9004654760327386,0.36678227908242694,-0.1262034061570539,0.2561769601152789,-0.29255904955188816,-1.0708618164786137,-0.4051824392790811,-1.558700833814758,-1.065361409947054,-1.2943379015288583,-0.488331417897358,-0.2615419938093793,0.0,1.273259584958095,1.617070007732454,-0.7667157021514208,3.1283430350488963
41100,28529,Fernando David Arce Juárez,1221,Necaxa,317,2024/2025,241,1158.1666,Centre Defensive Midfielder,0.15541805,0.0,0.120610274,1.0102173,0.11939042348128098,0.009259259259259259,0.07770903,0.5,0.3108361,0.0,0.6216722,0.1087068,22.30249,4.2739964,2.5643978,1.7873076,26.498777,0.6521739130434783,0.0,0.195685,0.0506235,0.060301643,-0.023946974,MED,0.18820158009114502,-0.6633825420648329,0.06969022282423776,-0.21668886132174903,-0.3733375689633349,-0.9022879139237062,-0.059591343845077,-0.42358028495250005,-0.8881015393552375,-0.18011051240673268,1.4941106875536452,1.2818155508414524,1.5700166973819774,1.3882611347747678,1.5705900351447117,1.4427601669635597,1.048741445319811,0.0,1.0256947852739895,0.14867040447141,0.6992716229039456,-0.2629002571103815
41100,30458,Alejandro Zendejas Saavedra,1229,América,317,2024/2025,241,3422.2002,Right Wing,0.28928757,0.26298872,0.18367597,1.814622,0.10121996506400731,0.01953488372093023,1.1834491,0.5,1.5516335,0.57857513,1.025656,0.096279904,17.515047,3.629244,1.1834491,0.55227625,19.960842,0.29411764705882354,0.0,0.2448289,0.09263541,0.007890447,0.048023183,FWD,0.9492140876528166,1.3853544529415103,0.7280450826397281,-0.06913417342067285,-0.5337621530849661,-0.20938799038696357,0.4699382443465227,0.10006330717393944,-0.03940883566057012,-0.6786843839078452,0.6100405396508509,0.25637259836081255,1.318447639933523,-0.49961333970142474,0.05712432472032753,0.1810136282179328,-0.22575504947742184,0.0,0.724780773952833,-0.3159613315138203,-0.2502839982185803,1.1334284464302586
41100,24064,Joe Benny Corona Crespín,1311,Tijuana,317,2024/2025,241,1206.1002,Left Defensive Midfielder,0.074620664,0.074620664,0.09193279,0.8954479,0.10266681512196858,0.005516154452324665,0.52234465,0.5833333,0.22386198,0.14924133,0.74620664,0.025084417,16.192684,4.327998,1.9401374,1.567034,19.550613,0.48717948717948717,0.0,0.17767578,0.044342358,0.077103704,0.031145353,MED,-0.3332001928396509,0.11216827235197993,-0.17700540124968553,-0.343673907517637,-0.5553475676597461,-0.01832946142242298,0.29571986646996895,-0.5331227922047548,-0.367716308462694,0.007290333379086823,-0.10905527460594011,0.11684266187654319,1.6341813868786246,0.5366892781560957,1.168258968205406,0.21914634545135203,0.06764845283857744,0.0,0.8427901375200485,-0.00477210035195804,1.0999690828097564,0.9082371463365568
41100,30452,Samuel Alejandro Sosa Cordero,1228,Querétaro,317,2024/2025,246,726.4167,Centre Forward,0.12389583,0.12389583,0.17953385,1.6106459,0.11146699465238132,0.029411764705882353,0.8672708,0.53846157,0.743375,0.49558333,1.1150625,-0.09909704,13.628541,2.6018124,0.12389583,0.0,15.115292,0.36,0.0,-0.12223469,-0.00029221337,-0.030125258,0.0072798426,MED,-0.015217641846487915,0.6242971261212742,0.5765752882639829,0.4476472204938938,0.606586232067808,0.6674014428655096,0.10439864559872078,0.12119551260811083,0.8399334869243162,0.5623488387777206,-2.489799255482258,-0.372069273859084,-0.416871971495627,-1.9408989299585178,-1.6939381409813852,-0.5619405831881191,-0.6885886321766869,0.0,-2.2031507123928775,-1.0951535043594118,-1.4572393871354916,0.4009107471123617
41100,11162,Jhonder Leonel Cádiz Fernández,1302,León,317,2024/2025,246,2491.4663,Centre Forward,0.43347967,0.10836992,0.39324817,3.4678373,0.11339868108431499,0.07592407592407592,0.28898644,0.4,0.28898644,0.3612331,0.7947127,-0.061211225,11.162102,1.6255487,0.5057263,0.14449322,12.896021,0.5425531914893617,0.0,-0.03330665,0.0072488952,0.03342057,-0.012764891,MED,1.982589107083779,0.46293254559352465,2.4150346017077333,2.502511458902438,2.8682663454610138,-0.4822575699938178,-0.48596496677258094,-0.4510995807960142,0.37147159731896146,0.08028280574044895,-1.7634716039888172,-0.8423517291916628,-1.576868289703746,-1.4200328262436572,-1.430020397919594,-0.9527676663256528,0.396912626350285,0.0,-1.29998267781679,-0.9109311785266625,0.0582087395682239,-0.025194638871599364
41100,10846,Jhon Eduard Murillo Romaña,1296,Atlas,317,2024/2025,246,1548.3334,Right Midfielder,0.11625403,0.11625403,0.15361963,0.98815924,0.15546039973988252,0.02077922077922078,0.46501613,0.32,0.5231432,0.40688914,0.93003225,-0.010898304,13.601722,2.1506996,1.0462863,0.6975242,15.694294,0.25,0.0,0.063692465,0.08041854,0.0059851105,-0.011812868,MED,-0.06453171332378248,0.5448740294089426,0.3536504084074048,-0.24109470267050295,0.18682526092761612,-0.13230150402078433,-0.8270638651145842,-0.15618290235805507,0.5306683085586643,0.28391320807217724,-0.7988977720756057,-0.37718292360658,-0.9528841033577006,-0.6826391315390288,-0.41990595736071756,-0.4599748192995278,-1.3426727238531955,0.0,-0.3148434568222656,0.8765357463013576,-0.5960752160131033,-0.004956798051374722
41100,4041,José Salomón Rondón Giménez,1298,Pachuca,317,2024/2025,246,3005.7498,Centre Forward,0.44913918,0.14971305,0.4177517,3.0541465,0.1367818234013576,0.05952380952380952,0.83839315,0.46666667,0.6886801,0.50902444,0.8683357,-0.016108809,16.16901,2.545122,0.38925394,0.35931137,17.726027,0.5098039215686274,0.0,0.07038279,0.0055106743,0.038647998,0.04233292,MED,2.0836430728299917,0.8926218089058983,2.6258241404749456,2.044788883470191,2.070796699245616,0.6099911912849599,-0.20171587060845755,0.05230816451063833,0.8868009004672142,0.1910715359044854,-0.8987909341930058,0.11232867760709911,-0.484231492573534,-1.5789161766050743,-1.0376537435069555,-0.10217431539339375,0.20217829481235533,0.0,-0.24689539813430555,-0.9533943116372227,0.18287303649230457,1.1460593419259473
